label,youtube_id,time_start,time_end,split
blending fruit,90z2WA9-Xz0,72,82,train
blending fruit,XPC6YpAYHm8,13,23,train
blending fruit,x8QJ81ZDZBY,38,48,train
blending fruit,R6E47Zy1ERw,18,28,train
blending fruit,eQo0udg-7Mo,0,10,train
blending fruit,peEtJLPDQBA,65,75,train
blending fruit,xpV5qM4cOPI,0,10,train
blending fruit,RjaJAx5C4Bo,24,34,train
blending fruit,GxhAibTIqKQ,0,10,train
blending fruit,m056ic3U0Js,4,14,train
blending fruit,WMlhtfL_Z4I,20,30,train
blending fruit,Eb05OfGgyD8,12,22,train
blending fruit,odZWW_VFAx4,51,61,train
blending fruit,wV6I0l7LouI,41,51,train
blending fruit,zM7EOcn-9TM,6,16,train
blending fruit,Cf1rJzTONaQ,16,26,train
blending fruit,gticurrS8HM,11,21,train
blending fruit,szASGym7cl8,18,28,train
blending fruit,fldBt7eBIL8,74,84,train
blending fruit,5TfqtrgEoBY,67,77,train
blending fruit,Jxyw2Iw7-t4,21,31,train
blending fruit,yESpCpPpp6A,21,31,train
blending fruit,TsFEefgP7ms,0,10,train
blending fruit,wBBcs9h4xSA,11,21,train
blending fruit,ypvPYHtJcig,7,17,train
blending fruit,TUdRzFVGmt0,9,19,train
blending fruit,KhazT3-SjUQ,59,69,train
blending fruit,ugKC77gD7mw,41,51,train
blending fruit,scgCXkIvHp8,73,83,train
blending fruit,EoobZloiKtc,15,25,train
blending fruit,ZWv7pdvglkw,19,29,train
blending fruit,wd7aFui2EEQ,50,60,train
blending fruit,sGEWYne95HE,21,31,train
blending fruit,fcX75LTPd2E,56,66,train
blending fruit,jWYHtKD2QRk,7,17,train
blending fruit,PR1nVKF-IYk,26,36,train
blending fruit,3Kcjv1x2Lis,52,62,train
blending fruit,tUmQBtQ6QFM,11,21,train
blending fruit,_XO4DzmbChw,13,23,train
blending fruit,_LAXTj2SyB0,63,73,train
blending fruit,JWJF4YucKyM,60,70,train
blending fruit,ge06yqOut3k,19,29,train
blending fruit,r8DAoMIr_3U,0,10,train
blending fruit,viwsh8r0Myc,34,44,train
blending fruit,R5-wyGfpiyE,31,41,train
blending fruit,Sok7AXZxp-Q,39,49,train
blending fruit,tLezFx1UkCg,9,19,train
blending fruit,LKae-pJlzyw,23,33,train
blending fruit,el7jqKxLMoA,21,31,train
blending fruit,OO7URqOT9cw,29,39,train
blending fruit,lgYTnKyggtA,31,41,train
blending fruit,VZFnVjfluN0,18,28,train
blending fruit,yf1soPjc7ts,0,10,train
blending fruit,vo2Nyk5pf_w,27,37,train
blending fruit,wH0C_xYUNUg,32,42,train
blending fruit,HZVgmFlNceg,27,37,train
blending fruit,Iv30sHELyNo,33,43,train
blending fruit,oYuuCqnBdLA,0,10,train
blending fruit,5xAiaa__XNg,10,20,train
blending fruit,IPF1GMmi_tw,49,59,train
blending fruit,vyfARC7_ycQ,26,36,train
blending fruit,gwVCWd5mhf0,16,26,train
blending fruit,yGOEjICeJOU,13,23,train
blending fruit,lF28PJrvNsk,24,34,train
blending fruit,oU59jocEj9s,38,48,train
blending fruit,uAww-6XHcJQ,10,20,train
blending fruit,W2gao5jWiKk,0,10,train
blending fruit,ROEmgLpX9rc,8,18,train
blending fruit,yY7APSLPT-A,42,52,train
blending fruit,n8RBCE8s4Z0,59,69,train
blending fruit,ZQoQTBoPVYY,14,24,train
blending fruit,jdYmqUWagDk,0,10,train
blending fruit,XDWr_bIWLnE,11,21,train
blending fruit,kt2uRbldBZ8,6,16,train
blending fruit,njAiQqennFA,6,16,train
blending fruit,rEJlJDYxNlQ,65,75,train
blending fruit,RENR_0l6O9M,15,25,train
blending fruit,ts4p97ettwc,31,41,train
blending fruit,L-eg9cNj4lk,16,26,train
blending fruit,FpNEXwR51ZI,12,22,train
blending fruit,gHNN4oyPh1c,23,33,train
blending fruit,hvaNMMpykMY,65,75,train
blending fruit,OqWsGpjDFKE,2,12,train
blending fruit,W6liuwt3-Zs,55,65,train
blending fruit,lwzHcJL1PvU,17,27,train
blending fruit,gWc26yhgUr0,8,18,train
blending fruit,I1WCnM6td9Q,47,57,train
blending fruit,Z6YroRg4m2A,4,14,train
blending fruit,cdkDy5LEKdE,71,81,train
blending fruit,PCCueSJ3bME,9,19,train
blending fruit,S6fSNK07FQc,4,14,train
blending fruit,Emp2X0iM36k,26,36,train
blending fruit,PwC2BgVHgp0,66,76,train
blending fruit,YhXAHyAFBnU,33,43,train
seasoning food,Qsh3AeJjJZI,2,12,train
seasoning food,K2zFcc42fR0,0,10,train
seasoning food,3SK7cG94dfI,39,49,train
seasoning food,HqLqvtK483Y,0,10,train
seasoning food,j2cfmw8cED0,1,11,train
seasoning food,ui53Xh4woV0,28,38,train
seasoning food,vFav_0-3gqM,24,34,train
seasoning food,IXMzWtZq8nY,69,79,train
seasoning food,NDC_POE3Y8M,0,10,train
seasoning food,7bhsZOMNJI0,0,10,train
seasoning food,YmDIxD5uwf4,66,76,train
seasoning food,TWnQvCOEt1c,49,59,train
seasoning food,6_Om4BuXuh4,14,24,train
seasoning food,OqQ6yJ2KHiM,20,30,train
seasoning food,NPZ164PH7Hs,52,62,train
seasoning food,UcWwIAXJvzc,30,40,train
seasoning food,rSqL_CccrzQ,34,44,train
seasoning food,YeZOLpFBL5I,16,26,train
seasoning food,8EeEjBiiPvc,0,10,train
seasoning food,J65w5ckEfvU,13,23,train
seasoning food,ID8TKm2c8bM,7,17,train
seasoning food,Hf_YkjudXRg,6,16,train
seasoning food,uSM5I4Yg0lc,0,10,train
seasoning food,f6Sc6ljEen0,76,86,train
seasoning food,j5s_vPr7NP4,48,58,train
seasoning food,sbTON4gDrgg,0,10,train
seasoning food,kN_3zihdEDs,0,10,train
seasoning food,qnyz8KoZSjQ,9,19,train
seasoning food,xLjFodCYfh0,54,64,train
seasoning food,DpbfNpoWM_0,39,49,train
seasoning food,q2dKvP5O7yM,54,64,train
seasoning food,x1GWZWM0vIY,42,52,train
seasoning food,xo6jmkbCYP8,41,51,train
seasoning food,MPCs1zcfQTk,0,10,train
seasoning food,b-OCM_Jmi38,31,41,train
seasoning food,sn6PPTfFydA,69,79,train
seasoning food,gw0wOn6uelQ,54,64,train
seasoning food,BHsSuoMXcLY,42,52,train
seasoning food,zPIWxNokMHE,24,34,train
seasoning food,g29X9fd-6z8,53,63,train
seasoning food,s_jor9znvig,5,15,train
seasoning food,m3FvGgfUWiM,0,10,train
seasoning food,xlC1KB8nUks,2,12,train
seasoning food,4yvR-LDFW1Q,13,23,train
seasoning food,HmACl4crkgU,35,45,train
seasoning food,ow5b_fg5Zx0,49,59,train
seasoning food,l5XjgowKsck,6,16,train
seasoning food,gbUotyCQboU,12,22,train
seasoning food,yrUqTgwSCJY,7,17,train
seasoning food,lAr-8Iv2xes,0,10,train
seasoning food,EaYx8yt_9Hw,10,20,train
seasoning food,Gh83GwOgjis,45,55,train
seasoning food,VA8bqOvjxZs,39,49,train
seasoning food,LcSPCoBLPGc,14,24,train
seasoning food,_UhzcNqzBYI,18,28,train
seasoning food,uoKH3pJ4RYI,15,25,train
seasoning food,Quf4-f0LMVE,54,64,train
seasoning food,V30E_mYPKcw,30,40,train
seasoning food,RFSgSnfNQdY,0,10,train
seasoning food,mzxdzSg9vPU,31,41,train
seasoning food,EoXbtfI_dxs,3,13,train
seasoning food,X3yTpwbyyZc,17,27,train
seasoning food,e1A4bolwEm0,17,27,train
seasoning food,_Tn3B-3X_ck,0,10,train
seasoning food,OCTLyimL_M8,18,28,train
seasoning food,sUDI_P20xbY,47,57,train
seasoning food,EeSikN8Iib8,20,30,train
seasoning food,T_yfpwY2CmE,73,83,train
seasoning food,v9xU-JoTMrY,45,55,train
seasoning food,vbx8lla8xe8,18,28,train
seasoning food,qFm2kQSwY28,9,19,train
seasoning food,id22vqZnt8k,0,10,train
seasoning food,jSgA59TPD50,12,22,train
seasoning food,Ky4_262btDw,18,28,train
seasoning food,U2EGY9fQ_Vc,20,30,train
seasoning food,weY1LQDrTU4,1,11,train
seasoning food,J_tEzP7Q6Zk,56,66,train
seasoning food,8GNRkIqQbGM,48,58,train
seasoning food,5KvAZzh-Yt8,40,50,train
seasoning food,noReHsOSt0Y,3,13,train
seasoning food,og7RnpdRbw8,32,42,train
seasoning food,lhYINxFNyk4,9,19,train
seasoning food,rMBfV7JDTok,26,36,train
seasoning food,VouVYL0x7jQ,55,65,train
seasoning food,OVYgsi7etOQ,2,12,train
seasoning food,r3eLQUKvwvE,0,10,train
seasoning food,V85AssTeVsU,50,60,train
seasoning food,l8SaFH0AwB8,22,32,train
seasoning food,myzK2lodBv4,53,63,train
seasoning food,SiduwlM0eSE,68,78,train
seasoning food,mcQfXsEcEuQ,64,74,train
seasoning food,gRiUM60xdos,22,32,train
seasoning food,hK4XjJ1RyuI,0,10,train
seasoning food,t0ThMjE_S2Q,63,73,train
seasoning food,-NBz6wkeJ80,10,20,train
seasoning food,kuck0Z-1ddg,79,89,train
seasoning food,eIcVlE9FZxM,77,87,train
seasoning food,RRxK5z1u4os,45,55,train
seasoning food,XZ5olilcAac,33,43,train
seasoning food,lw3trvzm0jQ,0,10,train
seasoning food,teiETyNXaE8,11,21,train
seasoning food,QVOYy7bdilA,68,78,train
seasoning food,dPyyC2B3WjU,72,82,train
seasoning food,qeH06Ee45YQ,38,48,train
seasoning food,DflI_TdOXzA,0,10,train
seasoning food,Qj91zSX8rzM,41,51,train
seasoning food,FFvgb90mgOs,62,72,train
seasoning food,Kx-WR9xBpAA,1,11,train
seasoning food,TNuJzjVPcRk,2,12,train
seasoning food,eAQ3sPsJWPA,2,12,train
folding paper,lZK_6xPXJXA,6,16,train
folding paper,TH8KwlUbPdc,53,63,train
folding paper,HQT9M14-JLs,3,13,train
folding paper,1FCzkG5Z1Lg,56,66,train
folding paper,x9aSJA-Jslo,58,68,train
folding paper,ZaBXlE78Lm0,41,51,train
folding paper,Sj47dT-dMyo,0,10,train
folding paper,MsF-JMTq-kw,74,84,train
folding paper,WBIsC2UUtNA,59,69,train
folding paper,Z6Tp0G5CkBQ,20,30,train
folding paper,9dC_Q5iz4UU,3,13,train
folding paper,xiS7tiRw5ug,1,11,train
folding paper,3YvjRv3xlVY,2,12,train
folding paper,sfP9rxFWsx0,43,53,train
folding paper,k4oqKQRq3JY,43,53,train
folding paper,fOMJ-z1KUc4,56,66,train
folding paper,i14QuN6m59I,78,88,train
folding paper,yQoQJegQ2no,65,75,train
folding paper,DeTgf8pmQr8,45,55,train
folding paper,N5TSDPM_Suc,39,49,train
folding paper,cbU1Ru7Yb_k,16,26,train
folding paper,Nao4L9GuHa0,35,45,train
folding paper,mT9mHlwDe4c,73,83,train
folding paper,_aEdvCaEj7I,39,49,train
folding paper,_pGuCR3CCiE,8,18,train
folding paper,f5XR7Kk87kE,41,51,train
folding paper,13Y4yFXQ1gM,44,54,train
folding paper,C22_7ziAVtU,34,44,train
folding paper,sBl7xXkGMu8,56,66,train
folding paper,dha8Ca5gtow,12,22,train
folding paper,QB-z7x5riAo,28,38,train
folding paper,Lcr1cSBpOiY,18,28,train
folding paper,Zsviw42XJsk,75,85,train
folding paper,W0T58t704z8,36,46,train
folding paper,Rm1kCNTbuWE,54,64,train
folding paper,p5JqG8UvF2k,33,43,train
folding paper,py_5rQp557g,3,13,train
folding paper,lyUFXGqCGO8,31,41,train
folding paper,6sxh34ubm7w,17,27,train
folding paper,X3XbpZWkZA0,1,11,train
folding paper,LSqNlQb5OVA,11,21,train
folding paper,BpWUX94rK78,40,50,train
folding paper,q34XqMmxCzE,28,38,train
folding paper,4iOfDI6cdUY,10,20,train
folding paper,HhrHswxFCRc,55,65,train
folding paper,geKYhqP3qX4,1,11,train
folding paper,1SBvhaVw4Mo,17,27,train
folding paper,IBXSEF_mwuM,2,12,train
folding paper,_2Tfwh9Vgy0,65,75,train
folding paper,oHuyo4DRCTQ,27,37,train
folding paper,3L5bbxkK7UE,68,78,train
folding paper,fhvTo9QKIo4,55,65,train
folding paper,Ziqwey-U-n0,57,67,train
folding paper,aZZ7aR_IcIk,78,88,train
folding paper,zq00ibR9B94,12,22,train
folding paper,W6_CkZ8chjg,19,29,train
folding paper,JJrWizxDQPg,3,13,train
folding paper,oRISfj4ke1Y,23,33,train
folding paper,EycDbIY6DJM,27,37,train
folding paper,KJoxygByb0E,20,30,train
folding paper,OOB2RVZueKM,0,10,train
folding paper,O0tj0h6Gd7E,45,55,train
folding paper,gN1V0MGMQAg,48,58,train
folding paper,q-rGd4l9FUc,29,39,train
folding paper,aoE86rOixaY,14,24,train
folding paper,z9QjJdxi0QE,21,31,train
folding paper,0OjixsJenPg,4,14,train
folding paper,xj4GROp8GOI,42,52,train
folding paper,5d2yzsxgOu0,1,11,train
folding paper,d7YxSacFdEE,27,37,train
folding paper,ezHqK0jhsJw,1,11,train
folding paper,w1OMS__LIqM,3,13,train
folding paper,3wy0JHZ9ca0,27,37,train
folding paper,txw0b5vAtOs,23,33,train
folding paper,eQ_PdOcrhXU,79,89,train
folding paper,SBkdN-61Ux8,44,54,train
folding paper,B-Qj1AkMKhU,12,22,train
folding paper,3KmdqK7yIUk,1,11,train
folding paper,qHcB0f0es3Q,17,27,train
folding paper,d6iNte_OSoA,20,30,train
folding paper,Q47Ds2sGq_o,59,69,train
folding paper,OBXFmDrHPg0,44,54,train
folding paper,CcaRhI9C684,20,30,train
folding paper,hgYiF6rgJR0,0,10,train
folding paper,CMyNfRpePOc,12,22,train
folding paper,r1NzYDVSqzQ,6,16,train
folding paper,6kSTd7D5-EY,25,35,train
folding paper,4aofR6lnZ5k,52,62,train
folding paper,fMzUeo9edlw,80,90,train
folding paper,Q-sORCU8iuM,11,21,train
folding paper,ZF0-3PJ7hVA,0,10,train
folding paper,pEuQJvOGAgo,73,83,train
folding paper,o45xp67unnU,8,18,train
folding paper,GA5VuyL2uy8,5,15,train
folding paper,UiUFexORJT4,58,68,train
folding paper,ZHuintIFGpQ,77,87,train
folding paper,T-J1DLhFjoQ,34,44,train
folding paper,Z_EQU7M_Wf8,12,22,train
folding paper,mY3-on1sxOs,35,45,train
folding paper,r-_l6yRoWqc,18,28,train
folding paper,WYIeyQY86xE,17,27,train
folding paper,V_b4Z0m-2Ec,41,51,train
folding paper,H6o7d143Mpo,3,13,train
folding paper,ZcRhqnjFPMs,9,19,train
folding paper,R-eum2COBn4,2,12,train
folding paper,auuQao7TyGU,3,13,train
folding paper,vj98YGhi-78,9,19,train
folding paper,WY5UR9kbQ2w,46,56,train
folding paper,K6b7Rg1VN_8,0,10,train
folding paper,Y04ifOT4vjY,3,13,train
marriage proposal,U2CiJKEJIRc,38,48,train
marriage proposal,7NzTRSCYIGE,66,76,train
marriage proposal,72w2XSU8ws0,20,30,train
marriage proposal,A7iS000n90c,70,80,train
marriage proposal,BRMQHvHbuVs,62,72,train
marriage proposal,40gq9Ctouck,40,50,train
marriage proposal,q-u1J0WRNvg,6,16,train
marriage proposal,ZudfUMKLv_0,0,10,train
marriage proposal,y4QVdcgxuTw,18,28,train
marriage proposal,uBNeGlqj-FA,33,43,train
marriage proposal,yTGTnGUr7_4,79,89,train
marriage proposal,RXu2LuIb2eg,17,27,train
marriage proposal,3ZitjsJKAuk,0,10,train
marriage proposal,qME0MMF1w1g,41,51,train
marriage proposal,HWM4i0o2QQI,8,18,train
marriage proposal,hg9oVU6Sl0U,69,79,train
marriage proposal,erLUhaxIvYM,0,10,train
marriage proposal,RtXPX-w-SY8,9,19,train
marriage proposal,7fSz5CUAfzI,13,23,train
marriage proposal,tTEFXq3CHro,11,21,train
marriage proposal,M9Az_n7xX_w,0,10,train
marriage proposal,BUZk15P2XmQ,12,22,train
marriage proposal,XrhqP7MtdXw,0,10,train
marriage proposal,89I6mc7H-Y4,72,82,train
marriage proposal,950fuawb3Ns,29,39,train
marriage proposal,KH9APPNqfSU,8,18,train
marriage proposal,uPRdxyd_WSA,29,39,train
marriage proposal,Dv7JDCj6tGM,1,11,train
marriage proposal,AwjxFtRzdOg,55,65,train
marriage proposal,ayI3lxNOCPY,65,75,train
marriage proposal,vLTc6jnvHVk,0,10,train
marriage proposal,CYV7lfboOGk,10,20,train
marriage proposal,_eCE7vg5j48,0,10,train
marriage proposal,jV2Lro23KGk,25,35,train
marriage proposal,eaFQUnyJhr8,7,17,train
marriage proposal,Z4L10HvEph8,12,22,train
marriage proposal,FAfin4ipxvI,27,37,train
marriage proposal,34Buepl6KaY,37,47,train
marriage proposal,wmpzky_jv34,21,31,train
marriage proposal,BlBsUeZrc4g,0,10,train
marriage proposal,9NdYwC7SF90,38,48,train
marriage proposal,okm4tfgWyPU,10,20,train
marriage proposal,3iQbg0w9OkM,21,31,train
marriage proposal,ZNcPrODaTHM,77,87,train
marriage proposal,neNQnKPZBp0,79,89,train
marriage proposal,APMorM7qlEI,0,10,train
marriage proposal,Iu1o7VZ_3f8,17,27,train
marriage proposal,NbGxqhrmQeQ,14,24,train
marriage proposal,1m7JysVOZOQ,0,10,train
marriage proposal,0aoFuhZD0gg,41,51,train
marriage proposal,OSz0BWBFSCc,45,55,train
marriage proposal,s3finrCOyq4,32,42,train
marriage proposal,WJ2qSkUF_qU,77,87,train
marriage proposal,yj1XHcZjiQ4,58,68,train
marriage proposal,XX-nSxucapQ,49,59,train
marriage proposal,eJH5oozMt5I,67,77,train
marriage proposal,KBXunl2VX_8,11,21,train
marriage proposal,RxnZF2qINSE,33,43,train
marriage proposal,69GUumNV2hI,51,61,train
marriage proposal,Po6GyKMMHTY,17,27,train
marriage proposal,s3prFSmSN30,17,27,train
marriage proposal,X1TIM3xzGkk,11,21,train
marriage proposal,KI1z0igzf8E,50,60,train
marriage proposal,ukpz0mrLQPU,4,14,train
marriage proposal,sbopUPT4aik,55,65,train
marriage proposal,nERbfscJITk,16,26,train
marriage proposal,6mtf011Mw_4,8,18,train
marriage proposal,ybJbhVD7ldw,52,62,train
marriage proposal,Bd6507jgX-o,0,10,train
marriage proposal,KmFVZ4rR2aA,23,33,train
marriage proposal,Dx8xYLNrdfU,3,13,train
marriage proposal,sknNTt3KSN8,57,67,train
marriage proposal,s9lLBTqoA2w,20,30,train
marriage proposal,e1wiL4dZk_U,22,32,train
marriage proposal,Q6E13X2Wq-g,0,10,train
marriage proposal,t_3wcB_ZIFA,53,63,train
marriage proposal,zYsZw5AcQ0c,1,11,train
marriage proposal,C7wJLUXt9K8,7,17,train
marriage proposal,IZWtAgBJJjI,27,37,train
marriage proposal,6G7x7NQsSoQ,65,75,train
marriage proposal,m96lW1WRmIA,79,89,train
marriage proposal,qReZlxbEsbU,2,12,train
marriage proposal,BIre05ijERo,42,52,train
marriage proposal,CNwO5g5fkSo,1,11,train
marriage proposal,m08ymRlpLQg,16,26,train
marriage proposal,SJjx_B7dBos,28,38,train
marriage proposal,KzBzsJ5gjhQ,76,86,train
marriage proposal,6QF0o3x0qms,70,80,train
marriage proposal,AasmSpfq0s4,36,46,train
marriage proposal,xsSMogbBvLo,5,15,train
marriage proposal,qwKmkzIDqrk,30,40,train
marriage proposal,rkTFJpoNkD0,50,60,train
marriage proposal,HuR-zzKqeEA,0,10,train
marriage proposal,GlpGXnvnSN4,20,30,train
marriage proposal,IW8m6Yds2Kw,77,87,train
marriage proposal,RI8IPPZrxqI,28,38,train
marriage proposal,3YrNP-pdWu4,33,43,train
marriage proposal,ZPclz7Nq2so,80,90,train
marriage proposal,bzBXLjfEdzY,32,42,train
marriage proposal,TV1of8ztIgk,11,21,train
marriage proposal,4jDNtPeoJwA,0,10,train
marriage proposal,6a5rNZAP_DQ,70,80,train
marriage proposal,fezQRqQv2Nw,35,45,train
marriage proposal,43qe8sgT5D0,25,35,train
marriage proposal,6gf60oWfYrk,6,16,train
marriage proposal,9_lniP7IuQE,26,36,train
marriage proposal,Ol9RMlTsGKk,13,23,train
marriage proposal,p49Z8Kq2RMA,30,40,train
marriage proposal,07lnasZoCMc,26,36,train
marriage proposal,b19PqLNLHE0,56,66,train
frying vegetables,ZcwHafm6htU,76,86,train
frying vegetables,b67cN92Y7Lc,21,31,train
frying vegetables,28jP7rFT-Ew,77,87,train
frying vegetables,KQM3Ko6SCaw,31,41,train
frying vegetables,gXMkQDMhCyE,42,52,train
frying vegetables,zHRIpCKnTdk,17,27,train
frying vegetables,tqqtf3dzaNM,1,11,train
frying vegetables,jjAinpP4cfY,63,73,train
frying vegetables,_V2U_QQPdb4,73,83,train
frying vegetables,_6aPA3HJQYY,72,82,train
frying vegetables,IY1wil1IyHU,5,15,train
frying vegetables,p1Vagm3UkF4,44,54,train
frying vegetables,_d6vMum_kH8,69,79,train
frying vegetables,KD2QftN0oV4,18,28,train
frying vegetables,uMZMUpp-A7Y,69,79,train
frying vegetables,ItiamyKaFww,16,26,train
frying vegetables,xl2MP8n1fGU,24,34,train
frying vegetables,zeIQBjXSLns,49,59,train
frying vegetables,SF88OezXN-M,62,72,train
frying vegetables,KNG48FSaufc,34,44,train
frying vegetables,OByNlUFWWZA,0,10,train
frying vegetables,N0BloONoOUM,56,66,train
frying vegetables,RhkbxKoQNrE,24,34,train
frying vegetables,41eW2OtjIVw,42,52,train
frying vegetables,aUbtTaRT1Es,22,32,train
frying vegetables,yITD1DDxZus,28,38,train
frying vegetables,Qax4NxHP0s4,67,77,train
frying vegetables,nk869GoOn3E,46,56,train
frying vegetables,aQJKg6kZofM,50,60,train
frying vegetables,yDeEXkxjCOA,53,63,train
frying vegetables,BQIhZiCEXyI,64,74,train
frying vegetables,lc1MgZGUiLg,77,87,train
frying vegetables,Pia-celxZC8,20,30,train
frying vegetables,ce38N2stZC4,28,38,train
frying vegetables,I4d285tKAr0,59,69,train
frying vegetables,K1FLaixS_nc,0,10,train
frying vegetables,ZcrqiYQiyhM,52,62,train
frying vegetables,WPlIzemGloM,67,77,train
frying vegetables,RXWtTDlAdCI,45,55,train
frying vegetables,1pd-mau68MA,42,52,train
frying vegetables,3zAE7NG3ZvU,28,38,train
frying vegetables,pa0zN1dLFuQ,16,26,train
frying vegetables,Z5iexXHqMKY,1,11,train
frying vegetables,TopIHjHNLRA,47,57,train
frying vegetables,t4VEW4dG2Hg,17,27,train
frying vegetables,sMgfbxoLGTg,2,12,train
frying vegetables,YptkdRYmLH8,1,11,train
frying vegetables,jda-U4KYo3E,66,76,train
frying vegetables,3o_0U5JSSjg,34,44,train
frying vegetables,j0qoqlpfTKc,8,18,train
frying vegetables,OAUtWJftUx4,7,17,train
frying vegetables,P0hhqSwc6ss,64,74,train
frying vegetables,mhGSsalZUcc,41,51,train
frying vegetables,9p_mlW-s4Bs,23,33,train
frying vegetables,CpQrEc91pIY,0,10,train
frying vegetables,kNXGGrDwM9c,33,43,train
frying vegetables,za9MpW50cnY,26,36,train
frying vegetables,pZVRBW7G4A0,35,45,train
frying vegetables,uyz9Ic3Fw9c,5,15,train
frying vegetables,KwurJ59Y59w,7,17,train
frying vegetables,3J9IRqx_zKY,20,30,train
frying vegetables,FZDy4dmk-8s,34,44,train
frying vegetables,7aZVPGoRZ98,64,74,train
frying vegetables,LGJ8GdzdDJI,2,12,train
frying vegetables,a_S8L11s2NM,8,18,train
frying vegetables,pCpWi0xMMU0,68,78,train
frying vegetables,A3LiFtIGr_U,66,76,train
frying vegetables,wziulJkDfW0,80,90,train
frying vegetables,cp3q-040leI,36,46,train
frying vegetables,HDVoJ8yHVYg,58,68,train
frying vegetables,PsU5uKOfXtA,0,10,train
frying vegetables,2KhtV4TsZ3M,52,62,train
frying vegetables,lYSqgKkQp2g,31,41,train
frying vegetables,-NjnrcVA8WU,23,33,train
frying vegetables,G1xoMl31s4g,14,24,train
frying vegetables,aLPsNDsopI4,43,53,train
frying vegetables,tGZs2vUxzG8,76,86,train
frying vegetables,pvf9bt_i05s,39,49,train
frying vegetables,sOosMz7RySY,35,45,train
frying vegetables,lq_3sRHB8vk,48,58,train
frying vegetables,waftMBC0qi4,5,15,train
frying vegetables,fjxTYcpC4aA,79,89,train
frying vegetables,iiWmi2thF6M,78,88,train
frying vegetables,Ta4qBqLbTZ8,3,13,train
frying vegetables,Z39kNUfg3Q4,11,21,train
frying vegetables,FvlCNVRSsKw,0,10,train
frying vegetables,_iPRpsk9294,25,35,train
frying vegetables,DJJdMN9R_EY,70,80,train
frying vegetables,U1zauVMLgnQ,25,35,train
frying vegetables,_zvf42CRBE0,9,19,train
frying vegetables,gS8VB-wnIBU,10,20,train
frying vegetables,kXxzpPs0mK4,42,52,train
frying vegetables,rwKpbxBCnw0,15,25,train
frying vegetables,aA17BWJD1zs,64,74,train
frying vegetables,9xFkjImd93c,4,14,train
frying vegetables,gcM-SHyzuhY,69,79,train
frying vegetables,Zg-7XzSl0p8,47,57,train
frying vegetables,0rNqlVsdlwE,44,54,train
frying vegetables,zIXMpjVYI3E,69,79,train
frying vegetables,GtEPCFK2_ss,11,21,train
frying vegetables,Y8BCvE5Ai1o,2,12,train
frying vegetables,TcTCS8pzARo,34,44,train
frying vegetables,Eqy7BAdbaZ8,2,12,train
frying vegetables,kuxtrmvRq2o,31,41,train
frying vegetables,oORWIyyySTU,62,72,train
frying vegetables,IY60I55Qst4,61,71,train
frying vegetables,F1rfrYGkNv4,49,59,train
frying vegetables,svW0MYUGANc,80,90,train
frying vegetables,6BFYnTtKhAo,76,86,train
frying vegetables,jFI_WNvmT9w,40,50,train
playing basketball,gi5ZnllAR74,30,40,train
playing basketball,7X8bSEd2Bc0,67,77,train
playing basketball,pbguQcReDBg,20,30,train
playing basketball,1CwDPaXkLDc,30,40,train
playing basketball,PU192V6mhDQ,18,28,train
playing basketball,n0zi8DdrtA0,55,65,train
playing basketball,qV3o_C0Rx5o,75,85,train
playing basketball,Zerk6fwnEuw,14,24,train
playing basketball,OEpbHTWfmzM,2,12,train
playing basketball,0f5z2mEKG_Q,20,30,train
playing basketball,p-qo_59K4tE,56,66,train
playing basketball,c9Uu0ha2GQ0,0,10,train
playing basketball,hd7dxyjovCY,31,41,train
playing basketball,WMVX6RhKOZ4,0,10,train
playing basketball,ke2xVVgcauI,8,18,train
playing basketball,Fglg1uMOJlY,53,63,train
playing basketball,BToO02TaYXs,2,12,train
playing basketball,SyzMvQztnVk,28,38,train
playing basketball,p7iF8FEK3EI,0,10,train
playing basketball,klvF1t2bsZc,0,10,train
playing basketball,NKN9dddqfms,23,33,train
playing basketball,M8_CX0gzj7c,4,14,train
playing basketball,id66m9hwjkM,44,54,train
playing basketball,k4LeYqnShoI,71,81,train
playing basketball,XZiPGS_t6_o,5,15,train
playing basketball,bbNzKDh_aKA,3,13,train
playing basketball,FsaBXI62yaQ,14,24,train
playing basketball,XA20AfAdIbc,4,14,train
playing basketball,y2fYofATpX4,4,14,train
playing basketball,4ICMZzQREKo,72,82,train
playing basketball,OOG56GK4WF0,80,90,train
playing basketball,dWoqP1eAIig,3,13,train
playing basketball,KlOWnqICn9w,41,51,train
playing basketball,qlpk1rhcOng,2,12,train
playing basketball,qAjMFoo7N2s,4,14,train
playing basketball,Nxfo2-o5OvA,14,24,train
playing basketball,b0QMEZKXaZA,4,14,train
playing basketball,iGs1C_-Cqns,60,70,train
playing basketball,dKRcVd00zWY,1,11,train
playing basketball,2DrF79jxGPM,6,16,train
playing basketball,MeLrziGSbco,21,31,train
playing basketball,oFDXQxGrOS8,6,16,train
playing basketball,WQ9SmBSvYlg,20,30,train
playing basketball,M52UV7Of6yo,43,53,train
playing basketball,5cfvp8TLnfU,0,10,train
playing basketball,gwHhiuHAJxk,10,20,train
playing basketball,g-BKCVQCfYM,1,11,train
playing basketball,eYX9fPhNnGE,7,17,train
playing basketball,MDX-6c-8XZ4,0,10,train
playing basketball,SVVgMJQgw0w,10,20,train
playing basketball,LvS1Moh2Q58,1,11,train
playing basketball,RW5UqmvyTGs,20,30,train
